pecha id,language,url
P4232A459,en,https://github.com/OpenPecha/P4232A459
PF00880F0,de,https://github.com/OpenPecha/PF00880F0
PC7C190B7,es,https://github.com/OpenPecha/PC7C190B7
PD1E35846,fr,https://github.com/OpenPecha/PD1E35846
P8A2C954A,it,https://github.com/OpenPecha/P8A2C954A
P3C43E3C0,pt,https://github.com/OpenPecha/P3C43E3C0
PD7FD3E31,bo,https://github.com/OpenPecha/PD7FD3E31
